Time,SerialNumber,DataType,Bias,Current,MotorPos,PiezoPos,+ep,-ep
638.280,63828,2,0.0,-13136800,10171,-2090,0.0,0.0
638.290,63829,2,0.0,-5740352,10171,-2090,0.0,0.0
638.300,63830,2,0.0,2093048,10171,-2090,0.0,0.0
638.310,63831,2,0.0,12120419,10171,-2090,0.0,0.0
638.320,63832,2,0.0,30091376,10171,-2090,0.0,0.0
638.330,63833,2,0.0,37440346,10171,-2090,0.0,0.0
638.340,63834,2,0.0,24998202,10171,-2090,0.0,0.0
638.350,63835,2,0.0,31005586,10171,-2090,0.0,0.0
638.360,63836,2,0.0,30561435,10171,-2090,0.0,0.0
638.370,63837,2,0.0,60274095,10171,-2090,0.0,0.0
638.380,63838,2,0.0,40468330,10171,-2090,0.0,0.0
638.390,63839,2,0.0,44778718,10171,-2090,0.0,0.0
638.400,63840,2,0.0,61719216,10171,-2090,0.0,0.0
638.410,63841,2,0.0,84325034,10171,-2090,0.0,0.0
638.420,63842,2,0.0,48215091,10171,-2090,0.0,0.0
638.430,63843,2,0.0,37600112,10171,-2090,0.0,0.0
638.440,63844,2,0.0,56451716,10171,-2090,0.0,0.0
638.450,63845,2,0.0,19619438,10171,-2090,0.0,0.0
638.460,63846,2,0.0,79216094,10171,-2090,0.0,0.0
638.470,63847,2,0.0,63365783,10171,-2090,0.0,0.0
638.480,63848,2,0.0,49100539,10171,-2090,0.0,0.0
638.490,63849,2,0.0,43572036,10171,-2090,0.0,0.0
638.500,63850,2,0.0,56030035,10171,-2090,0.0,0.0
638.510,63851,2,0.0,27944089,10171,-2090,0.0,0.0
638.520,63852,2,0.0,17639073,10171,-2090,0.0,0.0
638.530,63853,2,0.0,40951902,10171,-2090,0.0,0.0
638.540,63854,2,0.0,17245940,10171,-2090,0.0,0.0
638.550,63855,2,0.0,62199736,10171,-2090,0.0,0.0
638.560,63856,2,0.0,37214279,10171,-2090,0.0,0.0
638.570,63857,2,0.0,69051784,10171,-2090,0.0,0.0
638.580,63858,2,0.0,44012613,10171,-2090,0.0,0.0
638.590,63859,2,0.0,21863499,10171,-2090,0.0,0.0
638.600,63860,2,0.0,47738595,10171,-2090,0.0,0.0
638.610,63861,2,0.0,48902923,10171,-2090,0.0,0.0
638.620,63862,2,0.0,45926101,10171,-2090,0.0,0.0
638.630,63863,2,0.0,38270486,10171,-2090,0.0,0.0
638.640,63864,2,0.0,38653194,10171,-2090,0.0,0.0
638.650,63865,2,0.0,39017835,10171,-2090,0.0,0.0
638.660,63866,2,0.0,79062111,10171,-2090,0.0,0.0
638.670,63867,2,0.0,72263116,10171,-2090,0.0,0.0
638.680,63868,2,0.0,20721964,10171,-2090,0.0,0.0
638.690,63869,2,0.0,67958069,10171,-2090,0.0,0.0
638.700,63870,2,0.0,49315346,10171,-2090,0.0,0.0
638.710,63871,2,0.0,7566513,10171,-2090,0.0,0.0
638.720,63872,2,0.0,32722449,10171,-2090,0.0,0.0
638.730,63873,2,0.0,48225223,10171,-2090,0.0,0.0
638.740,63874,2,0.0,46000962,10171,-2090,0.0,0.0
638.750,63875,2,0.0,61501417,10171,-2090,0.0,0.0
638.760,63876,2,0.0,41435555,10171,-2090,0.0,0.0
638.770,63877,2,0.0,29998439,10171,-2090,0.0,0.0
638.780,63878,2,0.0,52128010,10171,-2090,0.0,0.0
638.790,63879,2,0.0,47308019,10171,-2090,0.0,0.0
638.800,63880,2,0.0,45926923,10171,-2090,0.0,0.0
638.810,63881,2,0.0,49452645,10171,-2090,0.0,0.0
638.820,63882,2,0.0,57593754,10171,-2090,0.0,0.0
638.830,63883,2,0.0,45452761,10171,-2090,0.0,0.0
638.840,63884,2,0.0,56999399,10171,-2090,0.0,0.0
638.850,63885,2,0.0,63222812,10171,-2090,0.0,0.0
638.860,63886,2,0.0,42291218,10171,-2090,0.0,0.0
638.870,63887,2,0.0,63458284,10171,-2090,0.0,0.0
638.880,63888,2,0.0,66375905,10171,-2090,0.0,0.0
638.890,63889,2,0.0,30349566,10171,-2090,0.0,0.0
638.900,63890,2,0.0,40789654,10171,-2090,0.0,0.0
638.910,63891,2,0.0,70283194,10171,-2090,0.0,0.0
638.920,63892,2,0.0,28757738,10171,-2090,0.0,0.0
638.930,63893,2,0.0,99844814,10171,-2090,0.0,0.0
638.940,63894,2,0.0,44106013,10171,-2090,0.0,0.0
638.950,63895,2,0.0,47037910,10171,-2090,0.0,0.0
638.960,63896,2,0.0,39890366,10171,-2090,0.0,0.0
638.970,63897,2,0.0,52185483,10171,-2090,0.0,0.0
638.980,63898,2,0.0,50438089,10171,-2090,0.0,0.0
638.990,63899,2,0.0,67959994,10171,-2090,0.0,0.0
639.000,63900,2,0.0,88565481,10171,-2090,0.0,0.0
639.010,63901,2,0.0,42692601,10171,-2090,0.0,0.0
639.020,63902,2,0.0,72507620,10171,-2090,0.0,0.0
639.030,63903,2,0.0,61486889,10171,-2090,0.0,0.0
639.040,63904,2,0.0,46633294,10171,-2090,0.0,0.0
639.050,63905,2,0.0,58568989,10171,-2090,0.0,0.0
639.060,63906,2,0.0,72305381,10171,-2090,0.0,0.0
639.070,63907,2,0.0,73376032,10171,-2090,0.0,0.0
639.080,63908,2,0.0,71467033,10171,-2090,0.0,0.0
639.090,63909,2,0.0,45210032,10171,-2090,0.0,0.0
639.100,63910,2,0.0,38264315,10171,-2090,0.0,0.0
639.110,63911,2,0.0,57744062,10171,-2090,0.0,0.0
639.120,63912,2,0.0,59223492,10171,-2090,0.0,0.0
639.130,63913,2,0.0,60725616,10171,-2090,0.0,0.0
639.140,63914,2,0.0,46303020,10171,-2090,0.0,0.0
639.150,63915,2,0.0,82734278,10171,-2090,0.0,0.0
639.160,63916,2,0.0,65424683,10171,-2090,0.0,0.0
639.170,63917,2,0.0,52650490,10171,-2090,0.0,0.0
639.180,63918,2,0.0,35611798,10171,-2090,0.0,0.0
639.190,63919,2,0.0,82774339,10171,-2090,0.0,0.0
639.200,63920,2,0.0,57703100,10171,-2090,0.0,0.0
639.210,63921,2,0.0,43684352,10171,-2090,0.0,0.0
639.220,63922,2,0.0,66775553,10171,-2090,0.0,0.0
639.230,63923,2,0.0,60729735,10171,-2090,0.0,0.0
639.240,63924,2,0.0,42622723,10171,-2090,0.0,0.0
639.250,63925,2,0.0,69515585,10171,-2090,0.0,0.0
639.260,63926,2,0.0,35465296,10171,-2090,0.0,0.0
639.270,63927,2,0.0,96427018,10171,-2090,0.0,0.0
639.280,63928,2,0.0,107905711,10171,-2090,0.0,0.0
639.290,63929,2,0.0,65192628,10171,-2090,0.0,0.0
639.300,63930,2,0.0,68381312,10171,-2090,0.0,0.0
639.310,63931,2,0.0,24774591,10171,-2090,0.0,0.0
639.320,63932,2,0.0,58913555,10171,-2090,0.0,0.0
639.330,63933,2,0.0,32717352,10171,-2090,0.0,0.0
639.340,63934,2,0.0,45042722,10171,-2090,0.0,0.0
639.350,63935,2,0.0,107732120,10171,-2090,0.0,0.0
639.360,63936,2,0.0,78812063,10171,-2090,0.0,0.0
639.370,63937,2,0.0,101618939,10171,-2090,0.0,0.0
639.380,63938,2,0.0,37663118,10171,-2090,0.0,0.0
639.390,63939,2,0.0,71476519,10171,-2090,0.0,0.0
639.400,63940,2,0.0,44901610,10171,-2090,0.0,0.0
639.410,63941,2,0.0,67562165,10171,-2090,0.0,0.0
639.420,63942,2,0.0,77138057,10171,-2090,0.0,0.0
639.430,63943,2,0.0,40788014,10171,-2090,0.0,0.0
639.440,63944,2,0.0,62091707,10171,-2090,0.0,0.0
639.450,63945,2,0.0,21375854,10171,-2090,0.0,0.0
639.460,63946,2,0.0,53680048,10171,-2090,0.0,0.0
639.470,63947,2,0.0,54071544,10171,-2090,0.0,0.0
639.480,63948,2,0.0,46684962,10171,-2090,0.0,0.0
639.490,63949,2,0.0,60163629,10171,-2090,0.0,0.0
639.500,63950,2,0.0,50187262,10171,-2090,0.0,0.0
639.510,63951,2,0.0,58277473,10171,-2090,0.0,0.0
639.520,63952,2,0.0,46352176,10171,-2090,0.0,0.0
639.530,63953,2,0.0,66447664,10171,-2090,0.0,0.0
639.540,63954,2,0.0,59983052,10171,-2090,0.0,0.0
639.550,63955,2,0.0,74084017,10171,-2090,0.0,0.0
639.560,63956,2,0.0,32526449,10171,-2090,0.0,0.0
639.570,63957,2,0.0,53702526,10171,-2090,0.0,0.0
639.580,63958,2,0.0,61153443,10171,-2090,0.0,0.0
639.590,63959,2,0.0,29653357,10171,-2090,0.0,0.0
639.600,63960,2,0.0,34608671,10171,-2090,0.0,0.0
639.610,63961,2,0.0,80532729,10171,-2090,0.0,0.0
639.620,63962,2,0.0,73532550,10171,-2090,0.0,0.0
639.630,63963,2,0.0,15369978,10171,-2090,0.0,0.0
639.640,63964,2,0.0,44972466,10171,-2090,0.0,0.0
639.650,63965,2,0.0,49516163,10171,-2090,0.0,0.0
639.660,63966,2,0.0,48386995,10171,-2090,0.0,0.0
639.670,63967,2,0.0,22352523,10171,-2090,0.0,0.0
639.680,63968,2,0.0,11068217,10171,-2090,0.0,0.0
639.690,63969,2,0.0,38640754,10171,-2090,0.0,0.0
639.700,63970,2,0.0,38669655,10171,-2090,0.0,0.0
639.710,63971,2,0.0,72676136,10171,-2090,0.0,0.0
639.720,63972,2,0.0,70456398,10171,-2090,0.0,0.0
639.730,63973,2,0.0,26473849,10171,-2090,0.0,0.0
639.740,63974,2,0.0,65809029,10171,-2090,0.0,0.0
639.750,63975,2,0.0,25506966,10171,-2090,0.0,0.0
639.760,63976,2,0.0,32765545,10171,-2090,0.0,0.0
639.770,63977,2,0.0,51251387,10171,-2090,0.0,0.0
639.780,63978,2,0.0,45175904,10171,-2090,0.0,0.0
639.790,63979,2,0.0,41852642,10171,-2090,0.0,0.0
639.800,63980,2,0.0,56672564,10171,-2090,0.0,0.0
639.810,63981,2,0.0,65000416,10171,-2090,0.0,0.0
639.820,63982,2,0.0,43622235,10171,-2090,0.0,0.0
639.830,63983,2,0.0,59790637,10171,-2090,0.0,0.0
639.840,63984,2,0.0,39892385,10171,-2090,0.0,0.0
639.850,63985,2,0.0,66314950,10171,-2090,0.0,0.0
639.860,63986,2,0.0,100630668,10171,-2090,0.0,0.0
639.870,63987,2,0.0,66482388,10171,-2090,0.0,0.0
639.880,63988,2,0.0,91086729,10171,-2090,0.0,0.0
639.890,63989,2,0.0,75027788,10171,-2090,0.0,0.0
639.900,63990,2,0.0,32355029,10171,-2090,0.0,0.0
639.910,63991,2,0.0,59013390,10171,-2090,0.0,0.0
639.920,63992,2,0.0,60535903,10171,-2090,0.0,0.0
639.930,63993,2,0.1,43904574,10171,-2090,0.0,0.0
639.940,63994,2,0.1,1943942205,10171,-2090,0.0,0.0
639.950,63995,2,0.1,1943926698,10171,-2090,0.0,0.0
639.960,63996,2,0.1,1943910963,10171,-2090,0.0,0.0
639.970,63997,2,0.1,1943923486,10171,-2090,0.0,0.0
639.980,63998,2,0.1,1943924109,10171,-2090,0.0,0.0
639.990,63999,2,0.1,1943938216,10171,-2090,0.0,0.0
640.000,64000,2,0.1,1943983620,10171,-2090,0.0,0.0
640.010,64001,2,0.1,1943952779,10171,-2090,0.0,0.0
640.020,64002,2,0.1,1943977189,10171,-2090,0.0,0.0
640.030,64003,2,0.1,1943894834,10171,-2090,0.0,0.0
640.040,64004,2,0.1,1943962005,10171,-2090,0.0,0.0
640.050,64005,2,0.1,1944001924,10171,-2090,0.0,0.0
640.060,64006,2,0.1,1943903822,10171,-2090,0.0,0.0
640.070,64007,2,0.1,1943920461,10171,-2090,0.0,0.0
640.080,64008,2,0.1,1943947179,10171,-2090,0.0,0.0
640.090,64009,2,0.1,1943941861,10171,-2090,0.0,0.0
640.100,64010,2,0.1,1943920610,10171,-2090,0.0,0.0
640.110,64011,2,0.1,1943942458,10171,-2090,0.0,0.0
640.120,64012,2,0.1,1943999011,10171,-2090,0.0,0.0
640.130,64013,2,0.1,1943965561,10171,-2090,0.0,0.0
640.140,64014,2,0.1,1943959880,10171,-2090,0.0,0.0
640.150,64015,2,0.1,1943943984,10171,-2090,0.0,0.0
640.160,64016,2,0.1,1943955836,10171,-2090,0.0,0.0
640.170,64017,2,0.1,1943975164,10171,-2090,0.0,0.0
640.180,64018,2,0.1,1943897131,10171,-2090,0.0,0.0
640.190,64019,2,0.1,1943932747,10171,-2090,0.0,0.0
640.200,64020,2,0.1,1943968456,10171,-2090,0.0,0.0
640.210,64021,2,0.1,1943933002,10171,-2090,0.0,0.0
640.220,64022,2,0.1,1943973221,10171,-2090,0.0,0.0
640.230,64023,2,0.1,1943974092,10171,-2090,0.0,0.0
640.240,64024,2,0.1,1943956032,10171,-2090,0.0,0.0
640.250,64025,2,0.1,1943963499,10171,-2090,0.0,0.0
640.260,64026,2,0.1,1943931254,10171,-2090,0.0,0.0
640.270,64027,2,0.1,1943933407,10171,-2090,0.0,0.0
640.280,64028,2,0.1,1943982476,10171,-2090,0.0,0.0
640.290,64029,2,0.1,1943905272,10171,-2090,0.0,0.0
640.300,64030,2,0.1,1943938893,10171,-2090,0.0,0.0
640.310,64031,2,0.1,1943911526,10171,-2090,0.0,0.0
640.320,64032,2,0.1,1943977683,10171,-2090,0.0,0.0
640.330,64033,2,0.1,1943985803,10171,-2090,0.0,0.0
640.340,64034,2,0.1,1943952860,10171,-2090,0.0,0.0
640.350,64035,2,0.1,1943948455,10171,-2090,0.0,0.0
640.360,64036,2,0.1,1943961809,10171,-2090,0.0,0.0
640.370,64037,2,0.1,1943936697,10171,-2090,0.0,0.0
640.380,64038,2,0.1,1943937547,10171,-2090,0.0,0.0
640.390,64039,2,0.1,1943969718,10171,-2090,0.0,0.0
640.400,64040,2,0.1,1943986842,10171,-2090,0.0,0.0
640.410,64041,2,0.1,1943946589,10171,-2090,0.0,0.0
640.420,64042,2,0.1,1943996515,10171,-2090,0.0,0.0
640.430,64043,2,0.1,1943963863,10171,-2090,0.0,0.0
640.440,64044,2,0.1,1943930602,10171,-2090,0.0,0.0
640.450,64045,2,0.1,1943922532,10171,-2090,0.0,0.0
640.460,64046,2,0.1,1943958121,10171,-2090,0.0,0.0
640.470,64047,2,0.1,1943928363,10171,-2090,0.0,0.0
640.480,64048,2,0.1,1943969756,10171,-2090,0.0,0.0
640.490,64049,2,0.1,1943988671,10171,-2090,0.0,0.0
640.500,64050,2,0.1,1943975935,10171,-2090,0.0,0.0
640.510,64051,2,0.1,1943991960,10171,-2090,0.0,0.0
640.520,64052,2,0.1,1943963972,10171,-2090,0.0,0.0
640.530,64053,2,0.1,1943909662,10171,-2090,0.0,0.0
640.540,64054,2,0.1,1943937710,10171,-2090,0.0,0.0
640.550,64055,2,0.1,1943946397,10171,-2090,0.0,0.0
640.560,64056,2,0.1,1943968647,10171,-2090,0.0,0.0
640.570,64057,2,0.1,1943933309,10171,-2090,0.0,0.0
640.580,64058,2,0.1,1943986484,10171,-2090,0.0,0.0
640.590,64059,2,0.1,1943943368,10171,-2090,0.0,0.0
640.600,64060,2,0.1,1943963966,10171,-2090,0.0,0.0
640.610,64061,2,0.1,1943945181,10171,-2090,0.0,0.0
640.620,64062,2,0.1,1943937416,10171,-2090,0.0,0.0
640.630,64063,2,0.1,1943962325,10171,-2090,0.0,0.0
640.640,64064,2,0.1,1943940869,10171,-2090,0.0,0.0
640.650,64065,2,0.1,1943938530,10171,-2090,0.0,0.0
640.660,64066,2,0.1,1943931520,10171,-2090,0.0,0.0
640.670,64067,2,0.1,1943963436,10171,-2090,0.0,0.0
640.680,64068,2,0.1,1943892611,10171,-2090,0.0,0.0
640.690,64069,2,0.1,1943971247,10171,-2090,0.0,0.0
640.700,64070,2,0.1,1944010624,10171,-2090,0.0,0.0
640.710,64071,2,0.1,1943905625,10171,-2090,0.0,0.0
640.720,64072,2,0.1,1943985059,10171,-2090,0.0,0.0
640.730,64073,2,0.1,1943902223,10171,-2090,0.0,0.0
640.740,64074,2,0.1,1943905698,10171,-2090,0.0,0.0
640.750,64075,2,0.1,1943911269,10171,-2090,0.0,0.0
640.760,64076,2,0.1,1943914754,10171,-2090,0.0,0.0
640.770,64077,2,0.1,1943977773,10171,-2090,0.0,0.0
640.780,64078,2,0.1,1943946385,10171,-2090,0.0,0.0
640.790,64079,2,0.1,1943953121,10171,-2090,0.0,0.0
640.800,64080,2,0.1,1943996779,10171,-2090,0.0,0.0
640.810,64081,2,0.1,1943981620,10171,-2090,0.0,0.0
640.820,64082,2,0.1,1943965918,10171,-2090,0.0,0.0
640.830,64083,2,0.1,1943941810,10171,-2090,0.0,0.0
640.840,64084,2,0.1,1943924332,10171,-2090,0.0,0.0
640.850,64085,2,0.1,1943921035,10171,-2090,0.0,0.0
640.860,64086,2,0.1,1943951083,10171,-2090,0.0,0.0
640.870,64087,2,0.1,1943906739,10171,-2090,0.0,0.0
640.880,64088,2,0.1,1943959496,10171,-2090,0.0,0.0
640.890,64089,2,0.1,1943921682,10171,-2090,0.0,0.0
640.900,64090,2,0.1,1943946230,10171,-2090,0.0,0.0
640.910,64091,2,0.1,1943918541,10171,-2090,0.0,0.0
640.920,64092,2,0.1,1943969691,10171,-2090,0.0,0.0
640.930,64093,2,0.1,1943924499,10171,-2090,0.0,0.0
640.940,64094,2,0.1,1943927319,10171,-2090,0.0,0.0
640.950,64095,2,0.1,1943892335,10171,-2090,0.0,0.0
640.960,64096,2,0.1,1943941870,10171,-2090,0.0,0.0
640.970,64097,2,0.1,1943876887,10171,-2090,0.0,0.0
640.980,64098,2,0.1,1943931692,10171,-2090,0.0,0.0
640.990,64099,2,0.1,1943924591,10171,-2090,0.0,0.0
641.000,64100,2,0.1,1943933699,10171,-2090,0.0,0.0
641.010,64101,2,0.1,1943935315,10171,-2090,0.0,0.0
641.020,64102,2,0.1,1943948028,10171,-2090,0.0,0.0
641.030,64103,2,0.1,1943914574,10171,-2090,0.0,0.0
641.040,64104,2,0.1,1943923608,10171,-2090,0.0,0.0
641.050,64105,2,0.1,1943989794,10171,-2090,0.0,0.0
641.060,64106,2,0.1,1943909360,10171,-2090,0.0,0.0
641.070,64107,2,0.1,1943962197,10171,-2090,0.0,0.0
641.080,64108,2,0.1,1943947361,10171,-2090,0.0,0.0
641.090,64109,2,0.1,1943883973,10171,-2090,0.0,0.0
641.100,64110,2,0.1,1943909403,10171,-2090,0.0,0.0
641.110,64111,2,0.1,1943943066,10171,-2090,0.0,0.0
641.120,64112,2,0.1,1943975029,10171,-2090,0.0,0.0
641.130,64113,2,0.1,1943960805,10171,-2090,0.0,0.0
641.140,64114,2,0.1,1943934170,10171,-2090,0.0,0.0
641.150,64115,2,0.1,1943946454,10171,-2090,0.0,0.0
641.160,64116,2,0.1,1943937257,10171,-2090,0.0,0.0
641.170,64117,2,0.1,1943979389,10171,-2090,0.0,0.0
641.180,64118,2,0.1,1943944726,10171,-2090,0.0,0.0
641.190,64119,2,0.1,1943975542,10171,-2090,0.0,0.0
641.200,64120,2,0.1,1943966556,10171,-2090,0.0,0.0
641.210,64121,2,0.1,1943919306,10171,-2090,0.0,0.0
641.220,64122,2,0.1,1943982889,10171,-2090,0.0,0.0
641.230,64123,2,0.1,1943986177,10171,-2090,0.0,0.0
641.240,64124,2,0.1,1943926430,10171,-2090,0.0,0.0
641.250,64125,2,0.1,1943917890,10171,-2090,0.0,0.0
641.260,64126,2,0.1,1943955424,10171,-2090,0.0,0.0
641.270,64127,2,0.1,1943944999,10171,-2090,0.0,0.0
641.280,64128,2,0.1,1943919613,10171,-2090,0.0,0.0
641.290,64129,2,0.1,1943966313,10171,-2090,0.0,0.0
641.300,64130,2,0.1,1943982801,10171,-2090,0.0,0.0
641.310,64131,2,0.1,1943886070,10171,-2090,0.0,0.0
641.320,64132,2,0.1,1943915809,10171,-2090,0.0,0.0
641.330,64133,2,0.1,1943915163,10171,-2090,0.0,0.0
641.340,64134,2,0.1,1943945391,10171,-2090,0.0,0.0
641.350,64135,2,0.1,1943934065,10171,-2090,0.0,0.0
641.360,64136,2,0.1,1943950895,10171,-2090,0.0,0.0
641.370,64137,2,0.1,1943999826,10171,-2090,0.0,0.0
641.380,64138,2,0.1,1943952750,10171,-2090,0.0,0.0
641.390,64139,2,0.1,1943986678,10171,-2090,0.0,0.0
641.400,64140,2,0.1,1943902948,10171,-2090,0.0,0.0
641.410,64141,2,0.1,1943918159,10171,-2090,0.0,0.0
